2.378756E+004,2.397111E+004,2.398058E+004,2.394144E+004,2.377237E+004,2.336368E+004,2.258650E+004,2.131054E+004,1.943233E+004,1.691343E+004,1.382400E+004,1.037910E+004,6.641157E+003,3.482155E+003,1.298140E+003,2.380957E+002,-7.807740E+001,-1.381717E+002,-2.012921E+002,-3.751345E+002,-4.683471E+003
2.710915E+004,2.731442E+004,2.732835E+004,2.730022E+004,2.715389E+004,2.678605E+004,2.607339E+004,2.488646E+004,2.287130E+004,1.990682E+004,1.627575E+004,1.222630E+004,8.033783E+003,4.214460E+003,1.600472E+003,2.949768E+002,-9.235589E+001,-1.581864E+002,-2.284711E+002,-4.282950E+002,-5.491043E+003
3.081651E+004,3.104510E+004,3.106091E+004,3.102859E+004,3.086103E+004,3.044002E+004,2.962439E+004,2.826611E+004,2.623613E+004,2.335397E+004,1.909876E+004,1.435541E+004,9.606924E+003,5.083617E+003,1.966943E+003,3.623259E+002,-1.099934E+002,-1.793001E+002,-2.568890E+002,-4.843409E+002,-6.367882E+003
3.492766E+004,3.518140E+004,3.520018E+004,3.516475E+004,3.497594E+004,3.449895E+004,3.357263E+004,3.202797E+004,2.971809E+004,2.655871E+004,2.233432E+004,1.679647E+004,1.124792E+004,6.110093E+003,2.393111E+003,4.439325E+002,-1.295031E+002,-2.053280E+002,-2.867339E+002,-5.436692E+002,-7.322836E+003
3.946497E+004,3.974569E+004,3.976861E+004,3.973124E+004,3.952117E+004,3.898532E+004,3.794035E+004,3.619358E+004,3.357765E+004,2.999764E+004,2.548291E+004,1.958507E+004,1.312602E+004,7.310970E+003,2.865002E+003,5.420014E+002,-1.516213E+002,-2.358559E+002,-3.185153E+002,-6.072514E+002,-8.370867E+003
4.445074E+004,4.476029E+004,4.478861E+004,4.475060E+004,4.451936E+004,4.392181E+004,4.275007E+004,4.078505E+004,3.783592E+004,3.379491E+004,2.869730E+004,2.274655E+004,1.525799E+004,8.663060E+003,3.415266E+003,6.585711E+002,-1.768961E+002,-2.699470E+002,-3.524885E+002,-6.757366E+002,-9.526480E+003
4.829271E+004,4.862344E+004,4.866249E+004,4.865900E+004,4.851062E+004,4.807640E+004,4.718297E+004,4.563812E+004,4.258292E+004,3.803165E+004,3.228755E+004,2.561064E+004,1.771384E+004,1.006959E+004,4.075200E+003,8.058553E+002,-2.010141E+002,-3.051301E+002,-3.855465E+002,-7.430509E+002,-1.068799E+004
5.241604E+004,5.276793E+004,5.281039E+004,5.280687E+004,5.264640E+004,5.217591E+004,5.120647E+004,4.952701E+004,4.692967E+004,4.273105E+004,3.627431E+004,2.876863E+004,2.050899E+004,1.167851E+004,4.853122E+003,9.863780E+002,-2.254432E+002,-3.422977E+002,-4.187280E+002,-8.111749E+002,-1.188671E+004
5.680710E+004,5.718054E+004,5.722710E+004,5.722443E+004,5.705252E+004,5.654566E+004,5.549884E+004,5.368200E+004,5.086636E+004,4.686726E+004,4.068153E+004,3.226337E+004,2.330746E+004,1.352001E+004,5.764261E+003,1.206529E+003,-2.496075E+002,-3.818071E+002,-4.522931E+002,-8.805929E+002,-1.313146E+004
6.146361E+004,6.185892E+004,6.191025E+004,6.190925E+004,6.172643E+004,6.118282E+004,6.005663E+004,5.809809E+004,5.505711E+004,5.072826E+004,4.501743E+004,3.610922E+004,2.608580E+004,1.561213E+004,6.828443E+003,1.460720E+003,-2.730942E+002,-4.238514E+002,-4.897188E+002,-9.515266E+002,-1.443164E+004
6.639359E+004,6.681106E+004,6.686788E+004,6.686944E+004,6.667632E+004,6.609563E+004,6.488796E+004,6.278298E+004,5.950850E+004,5.483789E+004,4.865847E+004,4.034242E+004,2.915661E+004,1.796916E+004,7.924880E+003,1.747221E+003,-3.038553E+002,-4.690065E+002,-5.292424E+002,-1.024856E+003,-1.579439E+004
